id,department,intent,language,question,source,tags,answer
1136,City Mayor's Office,cmo_application_for_new_business_permit_walk_in_requirements,tl,"may tanong ako tungkol sa sertipiko ng kaligtasan ng sunog. May FSIC ang building na inuupahan ko, pero na-issue ito around 10 months ago. Tatanggapin pa ba iyon ng city hall, o kailangan ko ng bago?",Admin Dashboard,"new business permit, walk-in, requirements, fsic, bfp, fire safety",
1137,City Mayor's Office,cmo_application_for_new_business_permit_walk_in_requirements,bis,"naay koy pangutana bahin sa fire safety certificate. Ang building nga akong giabangan adunay FSIC, apan kini gi-issue mga 10 ka bulan ang milabay. Dawaton pa ba kana sa city hall, o kinahanglan ba ko og bag-o?",Admin Dashboard,"new business permit, walk-in, requirements, fsic, bfp, fire safety",
1138,City Mayor's Office,cmo_app_new_business_permit_validity,en,"I'm planning to open a small shop here in the city. Do I really need to get a permit right away, and if I get one now, how long is it valid before I have to do this all over again?",Admin Dashboard,"new business permit, walk-in, validity, expiration, renewal",
1139,City Mayor's Office,cmo_app_new_business_permit_validity,tl,"I'm planning to open a small shop here in the city. Do I really need to get a permit right away, and if I get one now, how long is it valid before I have to do this all over again? (Tagalog)",Admin Dashboard,"new business permit, walk-in, validity, expiration, renewal",
1140,City Mayor's Office,cmo_app_new_business_permit_validity,bis,"I'm planning to open a small shop here in the city. Do I really need to get a permit right away, and if I get one now, how long is it valid before I have to do this all over again? (Bisaya)",Admin Dashboard,"new business permit, walk-in, validity, expiration, renewal",
1141,City Mayor's Office,cmo_app_new_business_permit_lessee_reqs,en,"The thing is, I don't actually own the building where I'll be putting up my shop; I'm just renting the commercial space. What specific documents do I need to show you to prove that I'm allowed to use that address?",Admin Dashboard,"new business permit, walk-in, requirements, lease, lessee, location proof",
1142,City Mayor's Office,cmo_app_new_business_permit_lessee_reqs,tl,"The thing is, I don't actually own the building where I'll be putting up my shop; I'm just renting the commercial space. What specific documents do I need to show you to prove that I'm allowed to use that address? (Tagalog)",Admin Dashboard,"new business permit, walk-in, requirements, lease, lessee, location proof",
1143,City Mayor's Office,cmo_app_new_business_permit_lessee_reqs,bis,"The thing is, I don't actually own the building where I'll be putting up my shop; I'm just renting the commercial space. What specific documents do I need to show you to prove that I'm allowed to use that address? (Bisaya)",Admin Dashboard,"new business permit, walk-in, requirements, lease, lessee, location proof",
1144,City Mayor's Office,cmo_app_new_business_permit_fsic_reqs,en,"I have a question about the fire safety certificate. The building I'm renting has an FSIC, but it was issued around 10 months ago. Will the city hall still accept that, or do I need a new one?",Admin Dashboard,"new business permit, walk-in, requirements, fsic, bfp, fire safety",
1145,City Mayor's Office,cmo_app_new_business_permit_fsic_reqs,tl,"I have a question about the fire safety certificate. The building I'm renting has an FSIC, but it was issued around 10 months ago. Will the city hall still accept that, or do I need a new one? (Tagalog)",Admin Dashboard,"new business permit, walk-in, requirements, fsic, bfp, fire safety",
1146,City Mayor's Office,cmo_app_new_business_permit_fsic_reqs,bis,"I have a question about the fire safety certificate. The building I'm renting has an FSIC, but it was issued around 10 months ago. Will the city hall still accept that, or do I need a new one? (Bisaya)",Admin Dashboard,"new business permit, walk-in, requirements, fsic, bfp, fire safety",
1147,City Mayor's Office,cmo_app_new_business_permit_steps_and_fees,en,"Got it! So once I gather all these papers, what are the exact steps I need to take when I walk into the city hall, and how will they compute how much I have to pay?",Admin Dashboard,"new business permit, walk-in, process, steps, fee computation, assessment",
1148,City Mayor's Office,cmo_app_new_business_permit_steps_and_fees,tl,"Got it! So once I gather all these papers, what are the exact steps I need to take when I walk into the city hall, and how will they compute how much I have to pay? (Tagalog)",Admin Dashboard,"new business permit, walk-in, process, steps, fee computation, assessment",
1149,City Mayor's Office,cmo_app_new_business_permit_steps_and_fees,bis,"Got it! So once I gather all these papers, what are the exact steps I need to take when I walk into the city hall, and how will they compute how much I have to pay? (Bisaya)",Admin Dashboard,"new business permit, walk-in, process, steps, fee computation, assessment",
1150,City Assessor's Office,cao_new_tax_declaration_requirements,en,What are the requirements for New Tax Declaration?,Synthetic Baseline,"new tax declaration, requirements",
1151,City Assessor's Office,cao_new_tax_declaration_requirements,en,What to bring for New Tax Declaration?,Synthetic Baseline,"new tax declaration, requirements",
1152,City Assessor's Office,cao_new_tax_declaration_requirements,tl,Ano ang mga kailangan para sa New Tax Declaration?,Synthetic Baseline,"new tax declaration, requirements",
1153,City Assessor's Office,cao_new_tax_declaration_requirements,bis,Unsa ang requirements para sa New Tax Declaration?,Synthetic Baseline,"new tax declaration, requirements",
1154,City Assessor's Office,cao_new_tax_declaration_process,en,How to apply for New Tax Declaration?,Synthetic Baseline,"new tax declaration, process",
1155,City Assessor's Office,cao_new_tax_declaration_process,en,What is the process for New Tax Declaration?,Synthetic Baseline,"new tax declaration, process",
1156,City Assessor's Office,cao_new_tax_declaration_process,tl,Paano ang proseso ng New Tax Declaration?,Synthetic Baseline,"new tax declaration, process",
1157,City Assessor's Office,cao_new_tax_declaration_process,bis,Unsaon pag process sa New Tax Declaration?,Synthetic Baseline,"new tax declaration, process",
1158,City Assessor's Office,cao_new_tax_declaration_fee,en,How much is the fee for New Tax Declaration?,Synthetic Baseline,"new tax declaration, fee",
1159,City Assessor's Office,cao_new_tax_declaration_fee,en,Cost of New Tax Declaration,Synthetic Baseline,"new tax declaration, fee",
1160,City Assessor's Office,cao_new_tax_declaration_fee,tl,Magkano ang bayad sa New Tax Declaration?,Synthetic Baseline,"new tax declaration, fee",
1161,City Assessor's Office,cao_new_tax_declaration_fee,bis,Pila ang bayad para sa New Tax Declaration?,Synthetic Baseline,"new tax declaration, fee",
1162,City Assessor's Office,cao_new_tax_declaration_location,en,Where to go for New Tax Declaration?,Synthetic Baseline,"new tax declaration, location",
1163,City Assessor's Office,cao_new_tax_declaration_location,en,Location of office for New Tax Declaration,Synthetic Baseline,"new tax declaration, location",
1164,City Assessor's Office,cao_new_tax_declaration_location,tl,Saan ang opisina para sa New Tax Declaration?,Synthetic Baseline,"new tax declaration, location",
1165,City Assessor's Office,cao_new_tax_declaration_location,bis,Asa nga opisina moadto para sa New Tax Declaration?,Synthetic Baseline,"new tax declaration, location",
1166,City Assessor's Office,cao_transfer_tax_declaration_requirements,en,What are the requirements for Transfer of Tax Declaration?,Synthetic Baseline,"transfer of tax declaration, requirements",
1167,City Assessor's Office,cao_transfer_tax_declaration_requirements,en,What to bring for Transfer of Tax Declaration?,Synthetic Baseline,"transfer of tax declaration, requirements",
1168,City Assessor's Office,cao_transfer_tax_declaration_requirements,tl,Ano ang mga kailangan para sa Transfer of Tax Declaration?,Synthetic Baseline,"transfer of tax declaration, requirements",
1169,City Assessor's Office,cao_transfer_tax_declaration_requirements,bis,Unsa ang requirements para sa Transfer of Tax Declaration?,Synthetic Baseline,"transfer of tax declaration, requirements",
1170,City Assessor's Office,cao_transfer_tax_declaration_process,en,How to apply for Transfer of Tax Declaration?,Synthetic Baseline,"transfer of tax declaration, process",
1171,City Assessor's Office,cao_transfer_tax_declaration_process,en,What is the process for Transfer of Tax Declaration?,Synthetic Baseline,"transfer of tax declaration, process",
1172,City Assessor's Office,cao_transfer_tax_declaration_process,tl,Paano ang proseso ng Transfer of Tax Declaration?,Synthetic Baseline,"transfer of tax declaration, process",
1173,City Assessor's Office,cao_transfer_tax_declaration_process,bis,Unsaon pag process sa Transfer of Tax Declaration?,Synthetic Baseline,"transfer of tax declaration, process",
1174,City Assessor's Office,cao_transfer_tax_declaration_fee,en,How much is the fee for Transfer of Tax Declaration?,Synthetic Baseline,"transfer of tax declaration, fee",
1175,City Assessor's Office,cao_transfer_tax_declaration_fee,en,Cost of Transfer of Tax Declaration,Synthetic Baseline,"transfer of tax declaration, fee",
1176,City Assessor's Office,cao_transfer_tax_declaration_fee,tl,Magkano ang bayad sa Transfer of Tax Declaration?,Synthetic Baseline,"transfer of tax declaration, fee",
1177,City Assessor's Office,cao_transfer_tax_declaration_fee,bis,Pila ang bayad para sa Transfer of Tax Declaration?,Synthetic Baseline,"transfer of tax declaration, fee",
1178,City Assessor's Office,cao_transfer_tax_declaration_location,en,Where to go for Transfer of Tax Declaration?,Synthetic Baseline,"transfer of tax declaration, location",
1179,City Assessor's Office,cao_transfer_tax_declaration_location,en,Location of office for Transfer of Tax Declaration,Synthetic Baseline,"transfer of tax declaration, location",
1180,City Assessor's Office,cao_transfer_tax_declaration_location,tl,Saan ang opisina para sa Transfer of Tax Declaration?,Synthetic Baseline,"transfer of tax declaration, location",
1181,City Assessor's Office,cao_transfer_tax_declaration_location,bis,Asa nga opisina moadto para sa Transfer of Tax Declaration?,Synthetic Baseline,"transfer of tax declaration, location",
1182,City Assessor's Office,cao_certified_true_copy_tax_dec_requirements,en,What are the requirements for Certified True Copy of Tax Declaration?,Synthetic Baseline,"certified true copy of tax declaration, requirements",
1183,City Assessor's Office,cao_certified_true_copy_tax_dec_requirements,en,What to bring for Certified True Copy of Tax Declaration?,Synthetic Baseline,"certified true copy of tax declaration, requirements",
1184,City Assessor's Office,cao_certified_true_copy_tax_dec_requirements,tl,Ano ang mga kailangan para sa Certified True Copy of Tax Declaration?,Synthetic Baseline,"certified true copy of tax declaration, requirements",
1185,City Assessor's Office,cao_certified_true_copy_tax_dec_requirements,bis,Unsa ang requirements para sa Certified True Copy of Tax Declaration?,Synthetic Baseline,"certified true copy of tax declaration, requirements",
1186,City Assessor's Office,cao_certified_true_copy_tax_dec_process,en,How to apply for Certified True Copy of Tax Declaration?,Synthetic Baseline,"certified true copy of tax declaration, process",
1187,City Assessor's Office,cao_certified_true_copy_tax_dec_process,en,What is the process for Certified True Copy of Tax Declaration?,Synthetic Baseline,"certified true copy of tax declaration, process",
1188,City Assessor's Office,cao_certified_true_copy_tax_dec_process,tl,Paano ang proseso ng Certified True Copy of Tax Declaration?,Synthetic Baseline,"certified true copy of tax declaration, process",
1189,City Assessor's Office,cao_certified_true_copy_tax_dec_process,bis,Unsaon pag process sa Certified True Copy of Tax Declaration?,Synthetic Baseline,"certified true copy of tax declaration, process",
1190,City Assessor's Office,cao_certified_true_copy_tax_dec_fee,en,How much is the fee for Certified True Copy of Tax Declaration?,Synthetic Baseline,"certified true copy of tax declaration, fee",
1191,City Assessor's Office,cao_certified_true_copy_tax_dec_fee,en,Cost of Certified True Copy of Tax Declaration,Synthetic Baseline,"certified true copy of tax declaration, fee",
1192,City Assessor's Office,cao_certified_true_copy_tax_dec_fee,tl,Magkano ang bayad sa Certified True Copy of Tax Declaration?,Synthetic Baseline,"certified true copy of tax declaration, fee",
1193,City Assessor's Office,cao_certified_true_copy_tax_dec_fee,bis,Pila ang bayad para sa Certified True Copy of Tax Declaration?,Synthetic Baseline,"certified true copy of tax declaration, fee",
1194,City Assessor's Office,cao_certified_true_copy_tax_dec_location,en,Where to go for Certified True Copy of Tax Declaration?,Synthetic Baseline,"certified true copy of tax declaration, location",
1195,City Assessor's Office,cao_certified_true_copy_tax_dec_location,en,Location of office for Certified True Copy of Tax Declaration,Synthetic Baseline,"certified true copy of tax declaration, location",
1196,City Assessor's Office,cao_certified_true_copy_tax_dec_location,tl,Saan ang opisina para sa Certified True Copy of Tax Declaration?,Synthetic Baseline,"certified true copy of tax declaration, location",
1197,City Assessor's Office,cao_certified_true_copy_tax_dec_location,bis,Asa nga opisina moadto para sa Certified True Copy of Tax Declaration?,Synthetic Baseline,"certified true copy of tax declaration, location",
1198,City Assessor's Office,cao_cert_no_improvement_requirements,en,What are the requirements for Certificate of No Improvement?,Synthetic Baseline,"certificate of no improvement, requirements",
1199,City Assessor's Office,cao_cert_no_improvement_requirements,en,What to bring for Certificate of No Improvement?,Synthetic Baseline,"certificate of no improvement, requirements",
1200,City Assessor's Office,cao_cert_no_improvement_requirements,tl,Ano ang mga kailangan para sa Certificate of No Improvement?,Synthetic Baseline,"certificate of no improvement, requirements",
1201,City Assessor's Office,cao_cert_no_improvement_requirements,bis,Unsa ang requirements para sa Certificate of No Improvement?,Synthetic Baseline,"certificate of no improvement, requirements",
1202,City Assessor's Office,cao_cert_no_improvement_process,en,How to apply for Certificate of No Improvement?,Synthetic Baseline,"certificate of no improvement, process",
1203,City Assessor's Office,cao_cert_no_improvement_process,en,What is the process for Certificate of No Improvement?,Synthetic Baseline,"certificate of no improvement, process",
1204,City Assessor's Office,cao_cert_no_improvement_process,tl,Paano ang proseso ng Certificate of No Improvement?,Synthetic Baseline,"certificate of no improvement, process",
1205,City Assessor's Office,cao_cert_no_improvement_process,bis,Unsaon pag process sa Certificate of No Improvement?,Synthetic Baseline,"certificate of no improvement, process",
1206,City Assessor's Office,cao_cert_no_improvement_fee,en,How much is the fee for Certificate of No Improvement?,Synthetic Baseline,"certificate of no improvement, fee",
1207,City Assessor's Office,cao_cert_no_improvement_fee,en,Cost of Certificate of No Improvement,Synthetic Baseline,"certificate of no improvement, fee",
1208,City Assessor's Office,cao_cert_no_improvement_fee,tl,Magkano ang bayad sa Certificate of No Improvement?,Synthetic Baseline,"certificate of no improvement, fee",
1209,City Assessor's Office,cao_cert_no_improvement_fee,bis,Pila ang bayad para sa Certificate of No Improvement?,Synthetic Baseline,"certificate of no improvement, fee",
1210,City Assessor's Office,cao_cert_no_improvement_location,en,Where to go for Certificate of No Improvement?,Synthetic Baseline,"certificate of no improvement, location",
1211,City Assessor's Office,cao_cert_no_improvement_location,en,Location of office for Certificate of No Improvement,Synthetic Baseline,"certificate of no improvement, location",
1212,City Assessor's Office,cao_cert_no_improvement_location,tl,Saan ang opisina para sa Certificate of No Improvement?,Synthetic Baseline,"certificate of no improvement, location",
1213,City Assessor's Office,cao_cert_no_improvement_location,bis,Asa nga opisina moadto para sa Certificate of No Improvement?,Synthetic Baseline,"certificate of no improvement, location",
1214,City Assessor's Office,cao_property_assessment_requirements,en,What are the requirements for Property Assessment?,Synthetic Baseline,"property assessment, requirements",
1215,City Assessor's Office,cao_property_assessment_requirements,en,What to bring for Property Assessment?,Synthetic Baseline,"property assessment, requirements",
1216,City Assessor's Office,cao_property_assessment_requirements,tl,Ano ang mga kailangan para sa Property Assessment?,Synthetic Baseline,"property assessment, requirements",
1217,City Assessor's Office,cao_property_assessment_requirements,bis,Unsa ang requirements para sa Property Assessment?,Synthetic Baseline,"property assessment, requirements",
1218,City Assessor's Office,cao_property_assessment_process,en,How to apply for Property Assessment?,Synthetic Baseline,"property assessment, process",
1219,City Assessor's Office,cao_property_assessment_process,en,What is the process for Property Assessment?,Synthetic Baseline,"property assessment, process",
1220,City Assessor's Office,cao_property_assessment_process,tl,Paano ang proseso ng Property Assessment?,Synthetic Baseline,"property assessment, process",
1221,City Assessor's Office,cao_property_assessment_process,bis,Unsaon pag process sa Property Assessment?,Synthetic Baseline,"property assessment, process",
1222,City Assessor's Office,cao_property_assessment_fee,en,How much is the fee for Property Assessment?,Synthetic Baseline,"property assessment, fee",
1223,City Assessor's Office,cao_property_assessment_fee,en,Cost of Property Assessment,Synthetic Baseline,"property assessment, fee",
1224,City Assessor's Office,cao_property_assessment_fee,tl,Magkano ang bayad sa Property Assessment?,Synthetic Baseline,"property assessment, fee",
1225,City Assessor's Office,cao_property_assessment_fee,bis,Pila ang bayad para sa Property Assessment?,Synthetic Baseline,"property assessment, fee",
1226,City Assessor's Office,cao_property_assessment_location,en,Where to go for Property Assessment?,Synthetic Baseline,"property assessment, location",
1227,City Assessor's Office,cao_property_assessment_location,en,Location of office for Property Assessment,Synthetic Baseline,"property assessment, location",
1228,City Assessor's Office,cao_property_assessment_location,tl,Saan ang opisina para sa Property Assessment?,Synthetic Baseline,"property assessment, location",
1229,City Assessor's Office,cao_property_assessment_location,bis,Asa nga opisina moadto para sa Property Assessment?,Synthetic Baseline,"property assessment, location",
1230,City Assessor's Office,cao_cancellation_assessment_requirements,en,What are the requirements for Cancellation of Assessment?,Synthetic Baseline,"cancellation of assessment, requirements",
1231,City Assessor's Office,cao_cancellation_assessment_requirements,en,What to bring for Cancellation of Assessment?,Synthetic Baseline,"cancellation of assessment, requirements",
1232,City Assessor's Office,cao_cancellation_assessment_requirements,tl,Ano ang mga kailangan para sa Cancellation of Assessment?,Synthetic Baseline,"cancellation of assessment, requirements",
1233,City Assessor's Office,cao_cancellation_assessment_requirements,bis,Unsa ang requirements para sa Cancellation of Assessment?,Synthetic Baseline,"cancellation of assessment, requirements",
1234,City Assessor's Office,cao_cancellation_assessment_process,en,How to apply for Cancellation of Assessment?,Synthetic Baseline,"cancellation of assessment, process",
1235,City Assessor's Office,cao_cancellation_assessment_process,en,What is the process for Cancellation of Assessment?,Synthetic Baseline,"cancellation of assessment, process",
1236,City Assessor's Office,cao_cancellation_assessment_process,tl,Paano ang proseso ng Cancellation of Assessment?,Synthetic Baseline,"cancellation of assessment, process",
1237,City Assessor's Office,cao_cancellation_assessment_process,bis,Unsaon pag process sa Cancellation of Assessment?,Synthetic Baseline,"cancellation of assessment, process",
1238,City Assessor's Office,cao_cancellation_assessment_fee,en,How much is the fee for Cancellation of Assessment?,Synthetic Baseline,"cancellation of assessment, fee",
1239,City Assessor's Office,cao_cancellation_assessment_fee,en,Cost of Cancellation of Assessment,Synthetic Baseline,"cancellation of assessment, fee",
1240,City Assessor's Office,cao_cancellation_assessment_fee,tl,Magkano ang bayad sa Cancellation of Assessment?,Synthetic Baseline,"cancellation of assessment, fee",
1241,City Assessor's Office,cao_cancellation_assessment_fee,bis,Pila ang bayad para sa Cancellation of Assessment?,Synthetic Baseline,"cancellation of assessment, fee",
1242,City Assessor's Office,cao_cancellation_assessment_location,en,Where to go for Cancellation of Assessment?,Synthetic Baseline,"cancellation of assessment, location",
1243,City Assessor's Office,cao_cancellation_assessment_location,en,Location of office for Cancellation of Assessment,Synthetic Baseline,"cancellation of assessment, location",
1244,City Assessor's Office,cao_cancellation_assessment_location,tl,Saan ang opisina para sa Cancellation of Assessment?,Synthetic Baseline,"cancellation of assessment, location",
1245,City Assessor's Office,cao_cancellation_assessment_location,bis,Asa nga opisina moadto para sa Cancellation of Assessment?,Synthetic Baseline,"cancellation of assessment, location",
1246,City Assessor's Office,cao_revision_assessment_requirements,en,What are the requirements for Revision of Assessment?,Synthetic Baseline,"revision of assessment, requirements",
1247,City Assessor's Office,cao_revision_assessment_requirements,en,What to bring for Revision of Assessment?,Synthetic Baseline,"revision of assessment, requirements",
1248,City Assessor's Office,cao_revision_assessment_requirements,tl,Ano ang mga kailangan para sa Revision of Assessment?,Synthetic Baseline,"revision of assessment, requirements",
1249,City Assessor's Office,cao_revision_assessment_requirements,bis,Unsa ang requirements para sa Revision of Assessment?,Synthetic Baseline,"revision of assessment, requirements",
1250,City Assessor's Office,cao_revision_assessment_process,en,How to apply for Revision of Assessment?,Synthetic Baseline,"revision of assessment, process",
1251,City Assessor's Office,cao_revision_assessment_process,en,What is the process for Revision of Assessment?,Synthetic Baseline,"revision of assessment, process",
1252,City Assessor's Office,cao_revision_assessment_process,tl,Paano ang proseso ng Revision of Assessment?,Synthetic Baseline,"revision of assessment, process",
1253,City Assessor's Office,cao_revision_assessment_process,bis,Unsaon pag process sa Revision of Assessment?,Synthetic Baseline,"revision of assessment, process",
1254,City Assessor's Office,cao_revision_assessment_fee,en,How much is the fee for Revision of Assessment?,Synthetic Baseline,"revision of assessment, fee",
1255,City Assessor's Office,cao_revision_assessment_fee,en,Cost of Revision of Assessment,Synthetic Baseline,"revision of assessment, fee",
1256,City Assessor's Office,cao_revision_assessment_fee,tl,Magkano ang bayad sa Revision of Assessment?,Synthetic Baseline,"revision of assessment, fee",
1257,City Assessor's Office,cao_revision_assessment_fee,bis,Pila ang bayad para sa Revision of Assessment?,Synthetic Baseline,"revision of assessment, fee",
1258,City Assessor's Office,cao_revision_assessment_location,en,Where to go for Revision of Assessment?,Synthetic Baseline,"revision of assessment, location",
1259,City Assessor's Office,cao_revision_assessment_location,en,Location of office for Revision of Assessment,Synthetic Baseline,"revision of assessment, location",
1260,City Assessor's Office,cao_revision_assessment_location,tl,Saan ang opisina para sa Revision of Assessment?,Synthetic Baseline,"revision of assessment, location",
1261,City Assessor's Office,cao_revision_assessment_location,bis,Asa nga opisina moadto para sa Revision of Assessment?,Synthetic Baseline,"revision of assessment, location",
1262,City Assessor's Office,cao_verification_property_requirements,en,What are the requirements for Verification of Property Location?,Synthetic Baseline,"verification of property location, requirements",
1263,City Assessor's Office,cao_verification_property_requirements,en,What to bring for Verification of Property Location?,Synthetic Baseline,"verification of property location, requirements",
1264,City Assessor's Office,cao_verification_property_requirements,tl,Ano ang mga kailangan para sa Verification of Property Location?,Synthetic Baseline,"verification of property location, requirements",
1265,City Assessor's Office,cao_verification_property_requirements,bis,Unsa ang requirements para sa Verification of Property Location?,Synthetic Baseline,"verification of property location, requirements",
1266,City Assessor's Office,cao_verification_property_process,en,How to apply for Verification of Property Location?,Synthetic Baseline,"verification of property location, process",
1267,City Assessor's Office,cao_verification_property_process,en,What is the process for Verification of Property Location?,Synthetic Baseline,"verification of property location, process",
1268,City Assessor's Office,cao_verification_property_process,tl,Paano ang proseso ng Verification of Property Location?,Synthetic Baseline,"verification of property location, process",
1269,City Assessor's Office,cao_verification_property_process,bis,Unsaon pag process sa Verification of Property Location?,Synthetic Baseline,"verification of property location, process",
1270,City Assessor's Office,cao_verification_property_fee,en,How much is the fee for Verification of Property Location?,Synthetic Baseline,"verification of property location, fee",
1271,City Assessor's Office,cao_verification_property_fee,en,Cost of Verification of Property Location,Synthetic Baseline,"verification of property location, fee",
1272,City Assessor's Office,cao_verification_property_fee,tl,Magkano ang bayad sa Verification of Property Location?,Synthetic Baseline,"verification of property location, fee",
1273,City Assessor's Office,cao_verification_property_fee,bis,Pila ang bayad para sa Verification of Property Location?,Synthetic Baseline,"verification of property location, fee",
1274,City Assessor's Office,cao_verification_property_location,en,Where to go for Verification of Property Location?,Synthetic Baseline,"verification of property location, location",
1275,City Assessor's Office,cao_verification_property_location,en,Location of office for Verification of Property Location,Synthetic Baseline,"verification of property location, location",
1276,City Assessor's Office,cao_verification_property_location,tl,Saan ang opisina para sa Verification of Property Location?,Synthetic Baseline,"verification of property location, location",
1277,City Assessor's Office,cao_verification_property_location,bis,Asa nga opisina moadto para sa Verification of Property Location?,Synthetic Baseline,"verification of property location, location",
1278,City Assessor's Office,cao_reassessment_property_requirements,en,What are the requirements for Reassessment of Real Property?,Synthetic Baseline,"reassessment of real property, requirements",
1279,City Assessor's Office,cao_reassessment_property_requirements,en,What to bring for Reassessment of Real Property?,Synthetic Baseline,"reassessment of real property, requirements",
1280,City Assessor's Office,cao_reassessment_property_requirements,tl,Ano ang mga kailangan para sa Reassessment of Real Property?,Synthetic Baseline,"reassessment of real property, requirements",
1281,City Assessor's Office,cao_reassessment_property_requirements,bis,Unsa ang requirements para sa Reassessment of Real Property?,Synthetic Baseline,"reassessment of real property, requirements",
1282,City Assessor's Office,cao_reassessment_property_process,en,How to apply for Reassessment of Real Property?,Synthetic Baseline,"reassessment of real property, process",
1283,City Assessor's Office,cao_reassessment_property_process,en,What is the process for Reassessment of Real Property?,Synthetic Baseline,"reassessment of real property, process",
1284,City Assessor's Office,cao_reassessment_property_process,tl,Paano ang proseso ng Reassessment of Real Property?,Synthetic Baseline,"reassessment of real property, process",
1285,City Assessor's Office,cao_reassessment_property_process,bis,Unsaon pag process sa Reassessment of Real Property?,Synthetic Baseline,"reassessment of real property, process",
1286,City Assessor's Office,cao_reassessment_property_fee,en,How much is the fee for Reassessment of Real Property?,Synthetic Baseline,"reassessment of real property, fee",
1287,City Assessor's Office,cao_reassessment_property_fee,en,Cost of Reassessment of Real Property,Synthetic Baseline,"reassessment of real property, fee",
1288,City Assessor's Office,cao_reassessment_property_fee,tl,Magkano ang bayad sa Reassessment of Real Property?,Synthetic Baseline,"reassessment of real property, fee",
1289,City Assessor's Office,cao_reassessment_property_fee,bis,Pila ang bayad para sa Reassessment of Real Property?,Synthetic Baseline,"reassessment of real property, fee",
1290,City Assessor's Office,cao_reassessment_property_location,en,Where to go for Reassessment of Real Property?,Synthetic Baseline,"reassessment of real property, location",
1291,City Assessor's Office,cao_reassessment_property_location,en,Location of office for Reassessment of Real Property,Synthetic Baseline,"reassessment of real property, location",
1292,City Assessor's Office,cao_reassessment_property_location,tl,Saan ang opisina para sa Reassessment of Real Property?,Synthetic Baseline,"reassessment of real property, location",
1293,City Assessor's Office,cao_reassessment_property_location,bis,Asa nga opisina moadto para sa Reassessment of Real Property?,Synthetic Baseline,"reassessment of real property, location",
1294,City Assessor's Office,cao_consolidation_tax_dec_requirements,en,What are the requirements for Consolidation of Tax Declaration?,Synthetic Baseline,"consolidation of tax declaration, requirements",
1295,City Assessor's Office,cao_consolidation_tax_dec_requirements,en,What to bring for Consolidation of Tax Declaration?,Synthetic Baseline,"consolidation of tax declaration, requirements",
1296,City Assessor's Office,cao_consolidation_tax_dec_requirements,tl,Ano ang mga kailangan para sa Consolidation of Tax Declaration?,Synthetic Baseline,"consolidation of tax declaration, requirements",
1297,City Assessor's Office,cao_consolidation_tax_dec_requirements,bis,Unsa ang requirements para sa Consolidation of Tax Declaration?,Synthetic Baseline,"consolidation of tax declaration, requirements",
1298,City Assessor's Office,cao_consolidation_tax_dec_process,en,How to apply for Consolidation of Tax Declaration?,Synthetic Baseline,"consolidation of tax declaration, process",
1299,City Assessor's Office,cao_consolidation_tax_dec_process,en,What is the process for Consolidation of Tax Declaration?,Synthetic Baseline,"consolidation of tax declaration, process",
1300,City Assessor's Office,cao_consolidation_tax_dec_process,tl,Paano ang proseso ng Consolidation of Tax Declaration?,Synthetic Baseline,"consolidation of tax declaration, process",
1301,City Assessor's Office,cao_consolidation_tax_dec_process,bis,Unsaon pag process sa Consolidation of Tax Declaration?,Synthetic Baseline,"consolidation of tax declaration, process",
1302,City Assessor's Office,cao_consolidation_tax_dec_fee,en,How much is the fee for Consolidation of Tax Declaration?,Synthetic Baseline,"consolidation of tax declaration, fee",
1303,City Assessor's Office,cao_consolidation_tax_dec_fee,en,Cost of Consolidation of Tax Declaration,Synthetic Baseline,"consolidation of tax declaration, fee",
1304,City Assessor's Office,cao_consolidation_tax_dec_fee,tl,Magkano ang bayad sa Consolidation of Tax Declaration?,Synthetic Baseline,"consolidation of tax declaration, fee",
1305,City Assessor's Office,cao_consolidation_tax_dec_fee,bis,Pila ang bayad para sa Consolidation of Tax Declaration?,Synthetic Baseline,"consolidation of tax declaration, fee",
1306,City Assessor's Office,cao_consolidation_tax_dec_location,en,Where to go for Consolidation of Tax Declaration?,Synthetic Baseline,"consolidation of tax declaration, location",
1307,City Assessor's Office,cao_consolidation_tax_dec_location,en,Location of office for Consolidation of Tax Declaration,Synthetic Baseline,"consolidation of tax declaration, location",
1308,City Assessor's Office,cao_consolidation_tax_dec_location,tl,Saan ang opisina para sa Consolidation of Tax Declaration?,Synthetic Baseline,"consolidation of tax declaration, location",
1309,City Assessor's Office,cao_consolidation_tax_dec_location,bis,Asa nga opisina moadto para sa Consolidation of Tax Declaration?,Synthetic Baseline,"consolidation of tax declaration, location",
1310,City Social Welfare and Development Office,cswdo_aics_requirements,en,What are the requirements for Assistance to Individuals in Crisis Situation (AICS)?,Synthetic Baseline,"assistance to individuals in crisis situation, requirements",
1311,City Social Welfare and Development Office,cswdo_aics_requirements,en,What to bring for Assistance to Individuals in Crisis Situation (AICS)?,Synthetic Baseline,"assistance to individuals in crisis situation, requirements",
1312,City Social Welfare and Development Office,cswdo_aics_requirements,tl,Ano ang mga kailangan para sa Assistance to Individuals in Crisis Situation (AICS)?,Synthetic Baseline,"assistance to individuals in crisis situation, requirements",
1313,City Social Welfare and Development Office,cswdo_aics_requirements,bis,Unsa ang requirements para sa Assistance to Individuals in Crisis Situation (AICS)?,Synthetic Baseline,"assistance to individuals in crisis situation, requirements",
