id,department,intent,language,question,answer,source,tags
975,City Mayor's Office - Permits & Inspections,cmo_issuance_of_ground_preparation_and_excavation_permit_fee,bis,Pila ang bayad para sa Issuance of Ground Preparation and Excavation Permit?,"Based on the Citizen's Charter, the **Fee or Cost** for Issuance of Ground Preparation and Excavation Permit is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"issuance of ground preparation and excavation permit, fee, cost, price, pay"
976,City Mayor's Office - Permits & Inspections,cmo_issuance_of_ground_preparation_and_excavation_permit_location,en,Where to go for Issuance of Ground Preparation and Excavation Permit?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Ground Preparation and Excavation Permit:

📍 **nan**",Citizen Charter Automated,"issuance of ground preparation and excavation permit, location, where, office"
977,City Mayor's Office - Permits & Inspections,cmo_issuance_of_ground_preparation_and_excavation_permit_location,en,Location of office for Issuance of Ground Preparation and Excavation Permit,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Ground Preparation and Excavation Permit:

📍 **nan**",Citizen Charter Automated,"issuance of ground preparation and excavation permit, location, where, office"
978,City Mayor's Office - Permits & Inspections,cmo_issuance_of_ground_preparation_and_excavation_permit_location,tl,Saan ang opisina para sa Issuance of Ground Preparation and Excavation Permit?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Ground Preparation and Excavation Permit:

📍 **nan**",Citizen Charter Automated,"issuance of ground preparation and excavation permit, location, where, office"
979,City Mayor's Office - Permits & Inspections,cmo_issuance_of_ground_preparation_and_excavation_permit_location,bis,Asa nga opisina moadto para sa Issuance of Ground Preparation and Excavation Permit?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Ground Preparation and Excavation Permit:

📍 **nan**",Citizen Charter Automated,"issuance of ground preparation and excavation permit, location, where, office"
980,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_requirements,en,What are the requirements for Issuance of Demolition Permit?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Demolition Permit:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of demolition permit, requirements, documents"
981,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_requirements,en,What to bring for Issuance of Demolition Permit?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Demolition Permit:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of demolition permit, requirements, documents"
982,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_requirements,tl,Ano ang mga kailangan para sa Issuance of Demolition Permit?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Demolition Permit:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of demolition permit, requirements, documents"
983,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_requirements,bis,Unsa ang requirements para sa Issuance of Demolition Permit?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Demolition Permit:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of demolition permit, requirements, documents"
984,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_process,en,How to apply for Issuance of Demolition Permit?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Issuance of Demolition Permit:

",Citizen Charter Automated,"issuance of demolition permit, process, steps, how to"
985,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_process,en,What is the process for Issuance of Demolition Permit?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Issuance of Demolition Permit:

",Citizen Charter Automated,"issuance of demolition permit, process, steps, how to"
986,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_process,tl,Paano ang proseso ng Issuance of Demolition Permit?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Issuance of Demolition Permit:

",Citizen Charter Automated,"issuance of demolition permit, process, steps, how to"
987,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_process,bis,Unsaon pag process sa Issuance of Demolition Permit?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Issuance of Demolition Permit:

",Citizen Charter Automated,"issuance of demolition permit, process, steps, how to"
988,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_fee,en,How much is the fee for Issuance of Demolition Permit?,"Based on the Citizen's Charter, the **Fee or Cost** for Issuance of Demolition Permit is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"issuance of demolition permit, fee, cost, price, pay"
989,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_fee,en,Cost of Issuance of Demolition Permit,"Based on the Citizen's Charter, the **Fee or Cost** for Issuance of Demolition Permit is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"issuance of demolition permit, fee, cost, price, pay"
990,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_fee,tl,Magkano ang bayad sa Issuance of Demolition Permit?,"Based on the Citizen's Charter, the **Fee or Cost** for Issuance of Demolition Permit is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"issuance of demolition permit, fee, cost, price, pay"
991,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_fee,bis,Pila ang bayad para sa Issuance of Demolition Permit?,"Based on the Citizen's Charter, the **Fee or Cost** for Issuance of Demolition Permit is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"issuance of demolition permit, fee, cost, price, pay"
992,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_location,en,Where to go for Issuance of Demolition Permit?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Demolition Permit:

📍 **nan**",Citizen Charter Automated,"issuance of demolition permit, location, where, office"
993,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_location,en,Location of office for Issuance of Demolition Permit,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Demolition Permit:

📍 **nan**",Citizen Charter Automated,"issuance of demolition permit, location, where, office"
994,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_location,tl,Saan ang opisina para sa Issuance of Demolition Permit?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Demolition Permit:

📍 **nan**",Citizen Charter Automated,"issuance of demolition permit, location, where, office"
995,City Mayor's Office - Permits & Inspections,cmo_issuance_of_demolition_permit_location,bis,Asa nga opisina moadto para sa Issuance of Demolition Permit?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Demolition Permit:

📍 **nan**",Citizen Charter Automated,"issuance of demolition permit, location, where, office"
996,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_requirements,en,What are the requirements for Review and Endorsement of GAD Plan and Budget?,"Based on the Citizen's Charter, here are the **Requirements** for Review and Endorsement of GAD Plan and Budget:



Please ensure all documents are complete.",Citizen Charter Automated,"review and endorsement of gad plan and budget, requirements, documents"
997,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_requirements,en,What to bring for Review and Endorsement of GAD Plan and Budget?,"Based on the Citizen's Charter, here are the **Requirements** for Review and Endorsement of GAD Plan and Budget:



Please ensure all documents are complete.",Citizen Charter Automated,"review and endorsement of gad plan and budget, requirements, documents"
998,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_requirements,tl,Ano ang mga kailangan para sa Review and Endorsement of GAD Plan and Budget?,"Based on the Citizen's Charter, here are the **Requirements** for Review and Endorsement of GAD Plan and Budget:



Please ensure all documents are complete.",Citizen Charter Automated,"review and endorsement of gad plan and budget, requirements, documents"
999,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_requirements,bis,Unsa ang requirements para sa Review and Endorsement of GAD Plan and Budget?,"Based on the Citizen's Charter, here are the **Requirements** for Review and Endorsement of GAD Plan and Budget:



Please ensure all documents are complete.",Citizen Charter Automated,"review and endorsement of gad plan and budget, requirements, documents"
1000,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_process,en,How to apply for Review and Endorsement of GAD Plan and Budget?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Review and Endorsement of GAD Plan and Budget:

",Citizen Charter Automated,"review and endorsement of gad plan and budget, process, steps, how to"
1001,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_process,en,What is the process for Review and Endorsement of GAD Plan and Budget?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Review and Endorsement of GAD Plan and Budget:

",Citizen Charter Automated,"review and endorsement of gad plan and budget, process, steps, how to"
1002,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_process,tl,Paano ang proseso ng Review and Endorsement of GAD Plan and Budget?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Review and Endorsement of GAD Plan and Budget:

",Citizen Charter Automated,"review and endorsement of gad plan and budget, process, steps, how to"
1003,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_process,bis,Unsaon pag process sa Review and Endorsement of GAD Plan and Budget?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Review and Endorsement of GAD Plan and Budget:

",Citizen Charter Automated,"review and endorsement of gad plan and budget, process, steps, how to"
1004,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_fee,en,How much is the fee for Review and Endorsement of GAD Plan and Budget?,"Based on the Citizen's Charter, the **Fee or Cost** for Review and Endorsement of GAD Plan and Budget is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"review and endorsement of gad plan and budget, fee, cost, price, pay"
1005,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_fee,en,Cost of Review and Endorsement of GAD Plan and Budget,"Based on the Citizen's Charter, the **Fee or Cost** for Review and Endorsement of GAD Plan and Budget is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"review and endorsement of gad plan and budget, fee, cost, price, pay"
1006,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_fee,tl,Magkano ang bayad sa Review and Endorsement of GAD Plan and Budget?,"Based on the Citizen's Charter, the **Fee or Cost** for Review and Endorsement of GAD Plan and Budget is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"review and endorsement of gad plan and budget, fee, cost, price, pay"
1007,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_fee,bis,Pila ang bayad para sa Review and Endorsement of GAD Plan and Budget?,"Based on the Citizen's Charter, the **Fee or Cost** for Review and Endorsement of GAD Plan and Budget is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"review and endorsement of gad plan and budget, fee, cost, price, pay"
1008,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_location,en,Where to go for Review and Endorsement of GAD Plan and Budget?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Review and Endorsement of GAD Plan and Budget:

📍 **nan**",Citizen Charter Automated,"review and endorsement of gad plan and budget, location, where, office"
1009,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_location,en,Location of office for Review and Endorsement of GAD Plan and Budget,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Review and Endorsement of GAD Plan and Budget:

📍 **nan**",Citizen Charter Automated,"review and endorsement of gad plan and budget, location, where, office"
1010,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_location,tl,Saan ang opisina para sa Review and Endorsement of GAD Plan and Budget?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Review and Endorsement of GAD Plan and Budget:

📍 **nan**",Citizen Charter Automated,"review and endorsement of gad plan and budget, location, where, office"
1011,City Mayor's Office - Permits & Inspections,cmo_review_and_endorsement_of_gad_plan_and_budget_location,bis,Asa nga opisina moadto para sa Review and Endorsement of GAD Plan and Budget?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Review and Endorsement of GAD Plan and Budget:

📍 **nan**",Citizen Charter Automated,"review and endorsement of gad plan and budget, location, where, office"
1012,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_requirements,en,"What are the requirements for Request for Technical Support/Services, Data Banking, R&D?","Based on the Citizen's Charter, here are the **Requirements** for Request for Technical Support/Services, Data Banking, R&D:



Please ensure all documents are complete.",Citizen Charter Automated,"request for technical support/services, data banking, r&d, requirements, documents"
1013,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_requirements,en,"What to bring for Request for Technical Support/Services, Data Banking, R&D?","Based on the Citizen's Charter, here are the **Requirements** for Request for Technical Support/Services, Data Banking, R&D:



Please ensure all documents are complete.",Citizen Charter Automated,"request for technical support/services, data banking, r&d, requirements, documents"
1014,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_requirements,tl,"Ano ang mga kailangan para sa Request for Technical Support/Services, Data Banking, R&D?","Based on the Citizen's Charter, here are the **Requirements** for Request for Technical Support/Services, Data Banking, R&D:



Please ensure all documents are complete.",Citizen Charter Automated,"request for technical support/services, data banking, r&d, requirements, documents"
1015,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_requirements,bis,"Unsa ang requirements para sa Request for Technical Support/Services, Data Banking, R&D?","Based on the Citizen's Charter, here are the **Requirements** for Request for Technical Support/Services, Data Banking, R&D:



Please ensure all documents are complete.",Citizen Charter Automated,"request for technical support/services, data banking, r&d, requirements, documents"
1016,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_process,en,"How to apply for Request for Technical Support/Services, Data Banking, R&D?","Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Technical Support/Services, Data Banking, R&D:

",Citizen Charter Automated,"request for technical support/services, data banking, r&d, process, steps, how to"
1017,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_process,en,"What is the process for Request for Technical Support/Services, Data Banking, R&D?","Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Technical Support/Services, Data Banking, R&D:

",Citizen Charter Automated,"request for technical support/services, data banking, r&d, process, steps, how to"
1018,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_process,tl,"Paano ang proseso ng Request for Technical Support/Services, Data Banking, R&D?","Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Technical Support/Services, Data Banking, R&D:

",Citizen Charter Automated,"request for technical support/services, data banking, r&d, process, steps, how to"
1019,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_process,bis,"Unsaon pag process sa Request for Technical Support/Services, Data Banking, R&D?","Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Technical Support/Services, Data Banking, R&D:

",Citizen Charter Automated,"request for technical support/services, data banking, r&d, process, steps, how to"
1020,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_fee,en,"How much is the fee for Request for Technical Support/Services, Data Banking, R&D?","Based on the Citizen's Charter, the **Fee or Cost** for Request for Technical Support/Services, Data Banking, R&D is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for technical support/services, data banking, r&d, fee, cost, price, pay"
1021,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_fee,en,"Cost of Request for Technical Support/Services, Data Banking, R&D","Based on the Citizen's Charter, the **Fee or Cost** for Request for Technical Support/Services, Data Banking, R&D is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for technical support/services, data banking, r&d, fee, cost, price, pay"
1022,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_fee,tl,"Magkano ang bayad sa Request for Technical Support/Services, Data Banking, R&D?","Based on the Citizen's Charter, the **Fee or Cost** for Request for Technical Support/Services, Data Banking, R&D is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for technical support/services, data banking, r&d, fee, cost, price, pay"
1023,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_fee,bis,"Pila ang bayad para sa Request for Technical Support/Services, Data Banking, R&D?","Based on the Citizen's Charter, the **Fee or Cost** for Request for Technical Support/Services, Data Banking, R&D is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for technical support/services, data banking, r&d, fee, cost, price, pay"
1024,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_location,en,"Where to go for Request for Technical Support/Services, Data Banking, R&D?","Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Technical Support/Services, Data Banking, R&D:

📍 **nan**",Citizen Charter Automated,"request for technical support/services, data banking, r&d, location, where, office"
1025,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_location,en,"Location of office for Request for Technical Support/Services, Data Banking, R&D","Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Technical Support/Services, Data Banking, R&D:

📍 **nan**",Citizen Charter Automated,"request for technical support/services, data banking, r&d, location, where, office"
1026,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_location,tl,"Saan ang opisina para sa Request for Technical Support/Services, Data Banking, R&D?","Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Technical Support/Services, Data Banking, R&D:

📍 **nan**",Citizen Charter Automated,"request for technical support/services, data banking, r&d, location, where, office"
1027,City Mayor's Office - Permits & Inspections,cmo_request_for_technical_support_services_data_banking_r_d_location,bis,"Asa nga opisina moadto para sa Request for Technical Support/Services, Data Banking, R&D?","Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Technical Support/Services, Data Banking, R&D:

📍 **nan**",Citizen Charter Automated,"request for technical support/services, data banking, r&d, location, where, office"
1028,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_requirements,en,What are the requirements for Issuance of Review of Findings and Recommendations?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Review of Findings and Recommendations:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of review of findings and recommendations, requirements, documents"
1029,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_requirements,en,What to bring for Issuance of Review of Findings and Recommendations?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Review of Findings and Recommendations:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of review of findings and recommendations, requirements, documents"
1030,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_requirements,tl,Ano ang mga kailangan para sa Issuance of Review of Findings and Recommendations?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Review of Findings and Recommendations:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of review of findings and recommendations, requirements, documents"
1031,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_requirements,bis,Unsa ang requirements para sa Issuance of Review of Findings and Recommendations?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Review of Findings and Recommendations:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of review of findings and recommendations, requirements, documents"
1032,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_process,en,How to apply for Issuance of Review of Findings and Recommendations?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Issuance of Review of Findings and Recommendations:

",Citizen Charter Automated,"issuance of review of findings and recommendations, process, steps, how to"
1033,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_process,en,What is the process for Issuance of Review of Findings and Recommendations?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Issuance of Review of Findings and Recommendations:

",Citizen Charter Automated,"issuance of review of findings and recommendations, process, steps, how to"
1034,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_process,tl,Paano ang proseso ng Issuance of Review of Findings and Recommendations?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Issuance of Review of Findings and Recommendations:

",Citizen Charter Automated,"issuance of review of findings and recommendations, process, steps, how to"
1035,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_process,bis,Unsaon pag process sa Issuance of Review of Findings and Recommendations?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Issuance of Review of Findings and Recommendations:

",Citizen Charter Automated,"issuance of review of findings and recommendations, process, steps, how to"
1036,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_fee,en,How much is the fee for Issuance of Review of Findings and Recommendations?,"Based on the Citizen's Charter, the **Fee or Cost** for Issuance of Review of Findings and Recommendations is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"issuance of review of findings and recommendations, fee, cost, price, pay"
1037,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_fee,en,Cost of Issuance of Review of Findings and Recommendations,"Based on the Citizen's Charter, the **Fee or Cost** for Issuance of Review of Findings and Recommendations is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"issuance of review of findings and recommendations, fee, cost, price, pay"
1038,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_fee,tl,Magkano ang bayad sa Issuance of Review of Findings and Recommendations?,"Based on the Citizen's Charter, the **Fee or Cost** for Issuance of Review of Findings and Recommendations is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"issuance of review of findings and recommendations, fee, cost, price, pay"
1039,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_fee,bis,Pila ang bayad para sa Issuance of Review of Findings and Recommendations?,"Based on the Citizen's Charter, the **Fee or Cost** for Issuance of Review of Findings and Recommendations is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"issuance of review of findings and recommendations, fee, cost, price, pay"
1040,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_location,en,Where to go for Issuance of Review of Findings and Recommendations?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Review of Findings and Recommendations:

📍 **nan**",Citizen Charter Automated,"issuance of review of findings and recommendations, location, where, office"
1041,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_location,en,Location of office for Issuance of Review of Findings and Recommendations,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Review of Findings and Recommendations:

📍 **nan**",Citizen Charter Automated,"issuance of review of findings and recommendations, location, where, office"
1042,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_location,tl,Saan ang opisina para sa Issuance of Review of Findings and Recommendations?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Review of Findings and Recommendations:

📍 **nan**",Citizen Charter Automated,"issuance of review of findings and recommendations, location, where, office"
1043,City Mayor's Office - Permits & Inspections,cmo_issuance_of_review_of_findings_and_recommendations_location,bis,Asa nga opisina moadto para sa Issuance of Review of Findings and Recommendations?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Review of Findings and Recommendations:

📍 **nan**",Citizen Charter Automated,"issuance of review of findings and recommendations, location, where, office"
1044,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_requirements,en,What are the requirements for Facilitation for YORP Accreditation?,"Based on the Citizen's Charter, here are the **Requirements** for Facilitation for YORP Accreditation:



Please ensure all documents are complete.",Citizen Charter Automated,"facilitation for yorp accreditation, requirements, documents"
1045,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_requirements,en,What to bring for Facilitation for YORP Accreditation?,"Based on the Citizen's Charter, here are the **Requirements** for Facilitation for YORP Accreditation:



Please ensure all documents are complete.",Citizen Charter Automated,"facilitation for yorp accreditation, requirements, documents"
1046,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_requirements,tl,Ano ang mga kailangan para sa Facilitation for YORP Accreditation?,"Based on the Citizen's Charter, here are the **Requirements** for Facilitation for YORP Accreditation:



Please ensure all documents are complete.",Citizen Charter Automated,"facilitation for yorp accreditation, requirements, documents"
1047,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_requirements,bis,Unsa ang requirements para sa Facilitation for YORP Accreditation?,"Based on the Citizen's Charter, here are the **Requirements** for Facilitation for YORP Accreditation:



Please ensure all documents are complete.",Citizen Charter Automated,"facilitation for yorp accreditation, requirements, documents"
1048,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_process,en,How to apply for Facilitation for YORP Accreditation?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Facilitation for YORP Accreditation:

",Citizen Charter Automated,"facilitation for yorp accreditation, process, steps, how to"
1049,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_process,en,What is the process for Facilitation for YORP Accreditation?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Facilitation for YORP Accreditation:

",Citizen Charter Automated,"facilitation for yorp accreditation, process, steps, how to"
1050,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_process,tl,Paano ang proseso ng Facilitation for YORP Accreditation?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Facilitation for YORP Accreditation:

",Citizen Charter Automated,"facilitation for yorp accreditation, process, steps, how to"
1051,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_process,bis,Unsaon pag process sa Facilitation for YORP Accreditation?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Facilitation for YORP Accreditation:

",Citizen Charter Automated,"facilitation for yorp accreditation, process, steps, how to"
1052,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_fee,en,How much is the fee for Facilitation for YORP Accreditation?,"Based on the Citizen's Charter, the **Fee or Cost** for Facilitation for YORP Accreditation is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"facilitation for yorp accreditation, fee, cost, price, pay"
1053,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_fee,en,Cost of Facilitation for YORP Accreditation,"Based on the Citizen's Charter, the **Fee or Cost** for Facilitation for YORP Accreditation is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"facilitation for yorp accreditation, fee, cost, price, pay"
1054,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_fee,tl,Magkano ang bayad sa Facilitation for YORP Accreditation?,"Based on the Citizen's Charter, the **Fee or Cost** for Facilitation for YORP Accreditation is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"facilitation for yorp accreditation, fee, cost, price, pay"
1055,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_fee,bis,Pila ang bayad para sa Facilitation for YORP Accreditation?,"Based on the Citizen's Charter, the **Fee or Cost** for Facilitation for YORP Accreditation is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"facilitation for yorp accreditation, fee, cost, price, pay"
1056,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_location,en,Where to go for Facilitation for YORP Accreditation?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Facilitation for YORP Accreditation:

📍 **nan**",Citizen Charter Automated,"facilitation for yorp accreditation, location, where, office"
